stage,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us,kernelName,err,tflops,bw
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w2_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w2_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w2_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w2_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w2,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w2_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w2_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w2_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w3_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w3_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w3_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w3_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w3,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w3_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w3_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w3_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w4_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w4_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w4_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w4_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w4_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x32x256_w4_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w2_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w2_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w2_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w2_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w2,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w2_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w2_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w2_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w3_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w3_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w3_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w3_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w3,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w3_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w3_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w3_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w4_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w4_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w4_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w4_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w4_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x64x256_w4_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w2_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w2_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w2_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w2_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w2,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w2_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w2_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w2_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w3_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w3_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w3_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w3_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w3,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w3_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w3_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w3_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w4_bnt0,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w4_bnt0_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w4_bnt0_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w4_bnt0_xcd4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w4_fp4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w4_xcd4,100.0%,0.0,0.0
stage1,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,-1.0,flydsl_moe1_afp16_wfp4_bf16_t32x128x256_w4_xcd4_fp4,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_atomic_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_atomic_persist_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_atomic_xcd4_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_atomic_xcd4_persist_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_atomic_bnt2_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_atomic_bnt2_persist_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_atomic_bnt2_xcd4_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_atomic_bnt2_xcd4_persist_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_reduce_sbm32,100.0%,0.0,0.0
stage2,256,32,4096,4096,32,8,ActivationType.Swiglu,torch.bfloat16,torch.bfloat16,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,inf,flydsl_moe2_afp16_wfp4_bf16_t16x128x256_reduce_persist_sbm32,100.0%,0.0,0.0
